gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,36,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.93,2400.59,No
Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),92.37,943.27,Yes
Male,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),48.99,1130.93,No
Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,89.58,4722.12,No
Female,0,No,No,14,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.25,1239.65,Yes
Female,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,96.19,3164.93,Yes
Male,1,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.37,351.18,No
Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.42,2878.72,No
Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.33,591.13,Yes
Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.67,388.92,No
Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.6,839.93,No
Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.81,478.62,Yes
Female,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.19,1083.09,No
Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,223.21,No
Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.6,1278.21,No
Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.68,689.65,No
Male,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),53.31,554.41,Yes
Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.48,132.94,No
Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.75,71.84,Yes
Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,98.79,980.91,No
Male,1,Yes,No,12,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.71,678.51,Yes
Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),77.23,2793.32,No
Female,0,Yes,No,46,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,49.35,2302.9,No
Male,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,58.18,539.59,No
Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,51.99,335.61,Yes
Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.67,892.55,No
Male,1,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.44,4367.94,No
Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,86.14,3346.87,No
Male,0,No,No,37,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),47.31,1697.75,No
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),73.79,630.27,Yes
Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.19,877.45,Yes
Female,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),60.9,109.26,No
Male,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),66.26,442.95,Yes
Male,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.2,1892.86,No
Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,74.81,2019.91,Yes
Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),85.77,1794.34,Yes
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.48,134.54,No
Female,0,No,No,33,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,58.1,1905.49,No
Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.3,715.13,No
Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),90.59,2000.15,No
Male,0,No,No,20,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,48.02,947.25,No
Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.79,2792.86,Yes
Male,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.07,559.58,Yes
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.96,874.45,No
Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),91.42,1563.72,Yes
Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,79.85,1559.08,No
Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),87.54,3942.23,No
Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,568.53,No
Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.84,580.98,Yes
Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.53,622.59,Yes
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.63,1112.39,Yes
Female,1,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,39.91,129.57,Yes
Female,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,83.98,2195.76,No
Male,1,No,No,6,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.1,381.62,Yes
Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.77,509.36,No
Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.96,1352.05,No
Female,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.1,1702.42,No
Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.01,326.16,No
Male,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.42,1405.63,No
Male,0,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,51.52,492.72,Yes
Female,1,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.59,192.4,No
Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.2,1763.85,No
Female,0,No,No,11,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.19,859.25,No
Female,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,57.01,962.28,Yes
Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.16,2689.81,No
Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.69,1175.72,Yes
Male,1,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,88.78,1856.17,No
Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.41,629.03,Yes
Female,1,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.89,728.33,Yes
Female,1,No,Yes,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.03,1045.86,No
Male,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),65.18,1946.22,No
Female,0,No,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.84,1132.81,No
Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38.89,189.82,No
Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.25,4014.82,No
Male,1,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,75.26,2699.84,Yes
Male,1,No,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,76.18,4461.5,No
Female,1,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,649.6,No
Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,328.13,No
Female,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.69,568.76,No
Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.06,2255.67,Yes
Male,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,251.8,No
Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),83.5,1028.26,No
Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,77.2,1487.97,No
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),54.97,208.19,No
Male,0,Yes,No,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.48,843.16,No
Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,430.58,No
Female,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,56.44,1719.99,No
Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.93,124.56,Yes
Male,0,No,No,11,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),55.7,641.69,No
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.46,129.99,Yes
Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.07,129.21,No
Male,0,No,No,25,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),49.43,1224.22,No
Female,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,37.81,118.06,No
Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.33,192.89,No
Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.91,165.85,No
Male,0,Yes,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,38.71,1148.8,No
Male,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,85.71,939.12,No
Female,0,Yes,No,14,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),47.28,652.22,Yes
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.41,330.23,Yes
Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,86.84,2556.23,No
Male,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),69.3,3843.45,No
Male,0,No,No,36,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,42.9,1517.48,No
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.74,2456.1,Yes
Male,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.77,612.78,No
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,80.79,214.8,Yes
Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,61.95,454.63,Yes
Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,234.37,No
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),99.42,327.83,No
Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,94.7,4269.02,No
Male,0,Yes,Yes,19,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.26,1531.29,No
Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,40.22,57.06,No
Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,93.95,1815.59,Yes
Male,0,No,Yes,49,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),50.3,2454.12,No
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.42,536.58,Yes
Female,1,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),41.31,114.83,No
Female,0,No,No,17,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),52.16,885.69,Yes
Male,0,No,Yes,6,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.91,301.62,No
Male,0,No,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.92,964.17,Yes
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,58.47,823.55,No
Female,0,No,No,56,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),50.21,2813.42,No
Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,79.64,1603.28,No
Male,0,No,No,58,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),97.92,5694.57,No
Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,66.99,655.4,Yes
Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,80.42,3247.58,No
Male,0,No,No,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.79,817.44,No
Female,1,No,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,43.4,570.45,No
Male,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.15,113.58,No
Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.87,4622.41,No
Male,0,No,No,22,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),61.16,1331.36,No
Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),64.6,873.39,No
Male,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,88.09,138.03,Yes
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),63.72,1693.77,No
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,85.63,1195.72,Yes
Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.7,1651.22,Yes
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,443.83,No
Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),71.84,1392.52,No
Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.07,2734.59,No
Female,1,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,625.57,No
Male,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,89.68,1633.89,Yes
Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),82.57,1485.21,No
Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.78,445.81,Yes
Female,1,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.71,280.52,No
Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.37,1405.32,No
Male,1,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,46.74,71.64,No
Female,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),91.02,6291.71,No
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,101.39,7314.32,No
Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,175.98,No
Female,0,No,No,14,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,54.16,752.26,No
Female,0,Yes,Yes,48,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),49.1,2366.0,No
Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,104.5,524.75,Yes
Female,1,No,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.38,243.22,Yes
Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.68,1320.06,No
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.48,1727.95,Yes
Male,0,No,Yes,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.03,609.9,No
Female,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,51.41,592.17,Yes
Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.45,166.59,Yes
Female,0,No,No,34,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),79.21,2665.48,No
Male,0,Yes,No,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.81,554.03,No
Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.84,621.23,No
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.41,220.05,Yes
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),86.82,1438.58,No
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,86.66,3204.23,No
Male,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,54.14,3883.63,No
Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),65.21,2710.59,No
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.95,453.2,No
Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.19,1020.39,Yes
Female,0,No,No,56,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),56.42,3146.93,No
Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.57,896.2,No
Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,1137.13,No
Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,76.65,1851.99,Yes
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,139.98,No
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.01,201.75,No
